,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
6678,60,2786,9138.08,213,3403.98,19.7
6267,20,6355,203360.0,290,15450.88,251.56
1647,336,1025,39319.0,1436,5911.5,62.91
2869,60,3300,13035.0,16350,16028.78,13.4
3905,100,2744,244216.0,1186,24927.19,342.39
1228,60,2329,7615.83,153,1013.24,12.19
10198,30,3400,45968.0,247,2414.89,56.86
9484,240,600,1170.0,224,3545.1,2.52
2909,60,28663,74523.8,3380,17603.58,160.67
6381,100,3500,245000.0,794,12506.12,528.22
2339,60,77724,264261.6,8554,24405.0,422.82
7089,30,3604,17119.0,499,5783.6,36.91
1653,300,665,27331.5,603,2839.2,43.73
2747,60,50544,334095.84,4669,34778.32,343.45
83,100,140,2731.4,5209,25405.22,5.35
331,100,100,7199.0,25,641.04,11.52
7799,240,2191,4272.45,823,3524.0,5.99
6428,100,4000,400000.0,1623,15230.88,411.2
6211,20,168,5376.0,55,1112.11,5.53
5568,180,28,1400.0,7,290.0,2.31
8162,100,1500,120000.0,448,2757.4,168.24
9511,60,18534,130108.68,1013,5216.63,214.68
5479,30,400,9304.0,52,379.77,9.56
7716,30,60000,902400.0,6801,7317.47,1265.16
7902,30,117112,1143013.12,15735,37929.0,1175.02
4914,100,4657,414473.0,2307,21672.24,487.83
10048,240,40126,78245.7,12360,11292.05,129.11
5721,60,520,3640.0,104,2658.09,7.85
3952,30,42938,285537.7,4008,6121.39,471.14
4480,120,1010,83022.0,255,8227.99,179.0
2353,240,3326,7150.9,1225,4485.25,11.44
2789,100,1000,97680.0,227,2486.62,210.6
149,240,1000,1920.0,960,13762.41,3.07
3667,30,50,1170.0,18,2644.79,1.64
7180,60,55800,140058.0,5598,11154.87,231.1
4538,100,5084,355880.0,1153,46638.41,697.52
6424,60,440000,1069200.0,19564,33865.26,1764.18
2936,100,5,2000.0,12,1840.97,2.8
8835,240,100,838.0,44,863.24,0.86
2445,60,6476,56729.76,540,4881.06,111.19
6383,60,18000,26100.0,1390,11311.6,43.06
4212,60,7548,55100.4,391,659.58,90.92
7158,30,62611,1247211.12,7190,13398.06,2057.9
7322,60,75000,525000.0,7515,14547.55,649.42
8339,60,18027,73730.43,1228,1765.18,75.79
1289,240,1926,4140.9,807,2511.67,6.63
6947,30,21529,101186.3,9530,16468.54,104.02
7750,30,15890,192427.9,1807,30844.1,238.03
2899,240,9690,14631.9,3790,66260.33,15.04
3206,30,24672,113984.64,2631,12463.74,117.18
6946,60,23000,90850.0,952,1521.08,93.39
5301,300,3794,116931.08,3287,26515.21,120.21
1099,18,9,2773.53,13,1148.0,4.44
422,120,1000,82190.0,226,2923.46,131.5
5789,300,699,21543.18,728,6941.12,30.2
7455,60,189393,1462113.96,24904,51677.0,1503.05
10101,30,23000,305210.0,2437,18461.23,427.9
3294,30,19200,201600.0,2877,4312.92,207.24
1879,30,485,1682.95,285,1786.0,2.69
1067,100,1128,90240.0,629,2938.27,144.38
1151,60,45000,420750.0,3657,23070.58,673.2
2978,60,28853,236594.6,3612,18256.1,243.22
4251,30,492,615.0,27,938.06,0.76
6747,30,18732,41959.68,1090,1698.83,69.23
3018,100,3,24.0,2,1076.15,0.04
7202,60,15600,175032.0,27345,20994.62,288.8
6362,100,5000,388500.0,1134,15367.03,837.61
6118,100,3041,270649.0,1235,21084.84,334.79
3733,60,292,4231.08,30,4525.05,6.98
5879,25,15304,306080.0,5102,33718.08,505.03
1708,60,98,1519.0,77,991.49,2.43
7923,60,15935,57366.0,13469,16679.87,67.52
9684,30,284,3839.68,48,34218.36,4.75
6240,100,4004,320320.0,1907,34940.02,449.09
4597,100,25,200.0,2,1201.72,0.33
3391,100,336,30240.0,154,4268.93,65.2
2309,30,55032,110064.0,3673,12438.0,176.1
3666,60,240,1644.0,30,877.61,2.03
6731,60,16,41.28,42,456.18,0.06
2431,60,15944,181761.6,1793,11492.86,356.25
5929,100,3200,284800.0,1533,35813.98,399.29
6337,300,60,1849.2,103,1573.41,2.29
5856,100,2744,244216.0,1303,28734.43,342.39
5257,60,2098,15588.14,124,1697.89,33.61
9017,240,808,10100.0,298,1360.32,16.66
2043,60,4340,30900.8,322,3017.15,60.57
8078,60,42371,109317.18,5262,13398.0,180.37
471,1,7002,161046.0,4922,46117.09,315.65
4783,120,10560,381849.6,2598,15873.33,748.43
8287,60,11605,24950.75,935,49199.75,30.86
4075,30,2118,2647.5,134,1987.82,2.72
6391,60,9829,71751.7,509,3341.45,118.39
6591,60,10000,75300.0,546,2412.99,147.59
7634,240,13994,27288.3,5269,4480.45,45.03
10260,60,14653,96709.8,1413,1325.68,99.42
1479,60,3300,146850.0,2143,10137.04,234.96
3694,240,9630,30334.5,3732,4876.34,65.4
5838,30,550,6050.0,54,1961.49,6.22
3720,30,59609,357057.91,4227,33008.05,699.83
7360,60,150000,1287000.0,22942,26340.0,1592.02
3070,30,300000,1722000.0,24233,119474.09,2130.11
9787,60,319150,705321.5,19661,21149.81,725.07
6898,30,44840,499966.0,5065,5419.21,618.46
6060,100,2884,230720.0,1374,24000.91,323.47
1896,120,12240,503064.0,2678,9008.48,804.9
4846,100,1729,138320.0,667,15123.48,228.23
10027,30,361,2317.62,40,15322.73,3.82
9388,60,20124,54938.52,2262,10536.12,118.45
5815,60,34910,283818.3,4426,37479.21,351.08
981,100,1500,105000.0,341,9749.73,205.8
1696,60,29500,89680.0,1650,11339.5,143.49
5302,60,18216,40986.0,1863,6757.18,42.13
7606,120,611,20615.14,129,6477.67,34.01
1406,60,10480,39824.0,786,11032.42,78.06
9811,60,20000,130400.0,1790,2042.6,153.48
5077,100,2352,188160.0,1016,19026.72,263.8
5967,100,7238,644182.0,1246,13336.64,1062.9
3539,100,1560,124800.0,676,14189.02,154.38
10094,30,69356,1043114.24,8038,16532.5,1462.45
4545,20,6042,193344.0,1990,22859.07,271.07
7566,60,3690,9815.4,214,5166.39,21.16
6302,100,22,1958.0,11,978.41,3.23
547,30,2000,47000.0,750,7961.7,75.2
5656,300,316,9739.12,415,4399.65,10.01
7866,90,2900,23954.0,5621,10640.81,24.62
5199,100,2949,262461.0,1192,19458.84,324.66
3060,1,160,800.0,149,2084.52,0.82
1313,60,1080,1890.0,4668,8787.28,3.02
3677,100,2700,194400.0,1304,19502.09,419.13
5356,30,1206,28944.0,429,4540.55,62.4
1537,60,60000,432000.0,12606,7053.51,691.2
7568,60,8100,18873.0,3093,11235.05,40.69
5052,30,53916,251787.72,4561,6105.79,542.85
1958,60,11640,90210.0,2427,8381.22,144.34
5768,60,20000,129800.0,1748,3868.49,152.77
1173,30,2003,23475.16,181,18617.93,46.01
206,100,3000,30.0,889,7303.52,0.05
10187,30,4900,23030.0,487,3738.53,32.29
1968,100,90,6479.1,21,1730.41,10.37
6125,100,2114,169120.0,822,21348.51,173.86
3196,30,23251,278779.49,2641,4503.42,390.85
7003,60,62,687.58,6,865.15,0.81
9500,60,696,1621.68,33,1002.59,2.68
4078,30,12370,241215.0,1652,7172.9,283.91
10073,30,9400,75576.0,796,4496.13,105.96
1065,60,11803,126056.04,1148,2762.0,201.69
703,60,400,2800.0,82,2211.05,4.48
8349,60,105344,708965.12,10622,61850.0,728.82
2373,60,800,7560.0,75,935.8,12.1
6983,30,5905,21376.1,599,2440.19,21.97
3950,100,135,10800.0,69,1626.1,15.14
8379,60,5,32.6,1683,6443.5,0.03
5105,100,5000,400000.0,2020,29918.58,494.8
7895,30,37500,120375.0,3961,3562.44,123.75
1163,60,115130,828936.0,8693,6757.33,1624.71
2246,60,1747,15303.72,148,1012.18,30.0
8367,240,10401,15705.51,3880,28001.97,16.15
6680,90,1260,12234.6,194,2452.54,26.38
6716,240,12861,25078.95,4836,4075.1,41.38
7304,30,100000,1369000.0,10442,11520.85,1919.34
6791,60,52378,404358.16,7666,16532.5,566.91
9860,60,8000,19520.0,425,2978.5,42.09
7110,30,39312,174938.4,7225,69748.5,377.17
236,100,2100,10500.0,187,1903.54,20.58
4513,100,115,920.0,149,3256.76,1.14
5206,30,539,14876.4,58,871.28,15.29
5312,30,428,11812.8,47,732.47,14.61
3966,30,17755,57703.75,1505,2604.31,71.38
2000,60,450,11452.5,47,1432.88,22.45
2839,60,34595,77838.75,3642,31434.31,96.29
6977,60,132,262.68,23,1651.0,0.27
9769,30,2600,35152.0,235,814.06,36.14
1167,60,12040,38528.0,677,1522.92,61.64
8448,60,20000,224400.0,2356,16682.66,483.81
7056,240,400,5856.0,146,5254.09,11.48
1876,60,7661,274263.8,750,3901.78,438.82
2241,60,60,89.4,4,526.41,0.18
6726,30,43441,357519.43,3263,15322.7,589.91
5609,100,1750,140000.0,842,14829.77,301.84
4546,30,58,232.0,19,1274.35,0.24
4766,30,168,336.0,8,1021.34,0.42
1153,30,6000,157500.0,1566,10624.04,252.0
4664,60,223,20404.5,21,761.0,33.67
7120,60,5900,19352.0,18105,16594.87,41.72
3941,30,1110,8680.2,76,916.22,18.71
7005,30,10000,31200.0,24636,46181.17,32.07
2626,30,12696,333270.0,1114,7641.1,533.23
4366,100,3000,240000.0,907,9014.8,470.4
10305,60,300000,2316000.0,39688,28277.42,2725.93
1787,60,5754,18412.8,318,3515.96,36.09
3602,60,600,32400.0,120,1140.71,33.31
6430,60,7255,58983.15,917,4676.61,72.96
3080,100,3000,233100.0,680,11463.46,502.56
6907,30,80071,892791.65,18838,7928.11,1104.38
7852,60,20000,75000.0,1041,5156.93,77.1
2270,30,666,7825.5,54,1713.01,15.34
3309,30,116218,526467.54,12410,10446.37,1135.06
4898,25,70,1400.0,25,648.95,2.31
444,20,1062,33984.0,362,4717.51,54.37
1192,60,6000,46260.0,341,2219.27,90.67
2398,336,180,0.0,256,2765.64,0.0
5396,30,111348,355200.12,6953,30711.92,439.38
8063,60,4050,9436.5,195,3495.81,15.57
4008,100,9308,828412.0,3778,59767.71,1024.75
2040,30,26710,259621.2,1866,6111.2,508.86
1882,60,125000,925000.0,12779,41772.09,1480.0
4039,25,120,2400.0,40,771.88,5.17
4014,20,1470,47040.0,500,5255.14,101.42
6243,100,2863,229040.0,1298,13146.21,283.32
1010,25,33,2475.0,25,238.56,4.85
594,240,132,1990.56,65,633.0,3.18
6581,60,318,922.2,105,9341.59,1.81
1561,60,5377,50274.95,501,3266.38,98.54
9080,240,230,425.5,83,1075.62,0.6
3770,60,2880,17107.2,335,3446.07,21.16
3281,2,15,465.0,1,599.73,1.0
2588,60,3000,10200.0,168,1074.95,16.32
7255,30,66160,258685.6,5641,2175.07,362.68
1291,60,37240,275576.0,4080,13317.2,440.92
961,1,6998,160954.0,5056,44360.44,315.47
7250,30,20000,110800.0,8996,43098.9,155.34
554,100,1500,107985.0,340,9479.89,172.78
4801,60,408,775.2,26,304.63,1.09
6903,120,909,17743.68,8820,3541.59,21.95
9207,60,4800,10704.0,216,4017.7,13.24
7786,120,20000,420000.0,5633,17548.42,519.54
4932,20,450,14400.0,149,2242.31,23.76
3135,100,2415,193200.0,1167,19610.11,416.54
6529,60,6238,50527.8,866,1464.24,62.5
7827,30,40000,234800.0,7393,7083.18,290.45
8007,60,3000,7980.0,210,1894.2,15.64
567,100,850,8.5,56,360.0,0.01
2111,240,1000,16500.0,355,1886.39,26.4
5554,100,2128,189392.0,1022,23826.25,312.5
10162,120,7995,174131.1,1946,12382.0,215.4
6831,60,15120,135626.4,5754,10075.8,190.15
6127,180,36,1800.0,9,286.0,2.97
1895,30,2989,50813.0,186,2056.98,81.3
5938,60,58234,131026.5,5551,49069.74,183.7
10092,30,7000,92890.0,858,16532.5,130.23
7332,30,34385,161609.5,11594,85414.3,199.91
6796,30,44881,240562.16,7191,6014.22,396.93
6657,60,208501,2339381.22,28237,14163.13,5043.71
329,60,2576,3889.76,121,2789.74,6.22
1277,240,5496,10827.12,6230,25739.49,17.32
4599,60,814,0.01,60,1344.94,0.0
1108,60,1300,4420.0,16709,15210.0,7.07
1405,60,810,6245.1,47,1000.51,12.24
6474,120,175,15750.0,37,1333.01,25.99
6111,100,5408,420201.6,1229,17085.16,905.95
6841,240,2976,5803.2,1108,10754.0,7.18
2957,90,25000,204250.0,3313,4689.6,337.01
6671,30,2610,58725.0,1195,8758.37,126.61
45,100,142,10222.58,33,1715.17,16.36
4692,240,11628,34884.0,4382,2154.52,75.21
3362,20,2120,65720.0,610,8231.14,67.56
5842,180,342,5800.32,109,290.0,12.51
7567,120,1000,36160.0,205,3962.5,77.96
3545,100,1775,163300.0,791,12643.47,202.0
4665,60,185954,459306.38,9019,13677.68,990.26
9165,60,31132,267112.56,5041,20666.08,330.42
2382,60,3115,25387.25,178,2599.0,40.62
1116,60,374,10296.22,1118,2810.58,16.47
7441,30,15654,152783.04,112027,79514.44,157.06
190,60,400,2800.0,81,3013.09,4.48
3929,30,53957,251979.19,4565,6105.83,543.27
8374,60,74896,163273.28,7183,41735.0,192.17
1077,60,7436,100386.0,962,5180.0,160.62
9846,240,1200,2304.0,445,9341.49,4.52
3691,100,105,9345.0,49,1768.15,15.42
4173,30,32080,76671.2,2666,21695.97,165.3
8275,60,89520,768081.6,10238,13380.52,950.12
7193,60,11,160.93,28,456.17,0.23
30,20,10000,270000.0,3263,20885.78,432.0
6859,60,4560,30825.6,230,1740.47,38.13
7212,60,185875,2085517.5,26760,12405.54,3441.1
9275,60,9784,63791.68,884,684.86,78.91
2032,180,616,30800.0,227,1943.05,60.37
73,100,150,10798.5,46,2698.04,21.17
8540,30,6600,131472.0,720,4647.66,216.93
8819,60,39132,86481.72,2426,2413.89,88.9
5475,100,260,23140.0,119,2742.83,49.89
617,20,700,22400.0,236,6862.01,43.9
10151,240,564,1099.8,210,1551.32,1.36
7534,60,50000,561000.0,5997,8379.98,1209.52
5397,180,2295,38923.2,687,5293.76,54.57
3886,100,3038,270382.0,1234,21084.84,334.46
1089,20,100,3200.0,35,861.0,5.12
5053,336,18,3717.18,55,3785.84,8.01
9010,60,5287,17447.1,357,2001.46,37.62
8198,30,112007,1356404.77,12757,20994.85,1901.68
1772,30,15000,393750.0,1317,8924.98,630.0
1176,60,4501,51311.4,506,22985.72,100.57
10102,60,132919,1303935.39,18953,18461.22,1828.12
5868,60,40400,248460.0,3919,12704.0,486.98
215,20,5958,160866.0,2147,11066.17,257.39
401,30,6552,42588.0,524,4453.71,83.47
793,25,10000,200000.0,3122,22691.75,320.0
2797,300,60,1849.2,113,2570.86,2.29
3765,30,190000,2183100.0,21463,36695.74,2700.49
5359,60,625,4281.25,86,86.0,6.0
2940,300,100,3082.0,164,2419.33,3.81
1236,60,3386,25395.0,345,2554.39,40.63
3852,60,9789,66075.75,1585,2965.32,81.74
6456,60,6200,24800.0,597,2905.49,25.49
6515,25,8525,170500.0,2842,21825.6,334.18
1310,30,12000,24000.0,700,954.13,38.4
3471,30,17447,80605.14,1825,10790.63,82.86
7877,30,29804,95670.84,1766,7481.81,134.13
1332,60,65524,622478.0,14599,32146.52,995.96
2463,60,12294,94786.74,629,8281.69,185.78
6931,60,49,550.27,5,660.43,0.57
9756,120,18960,358344.0,4227,2259.81,368.38
1358,120,42,1726.2,123,845.37,3.38
5252,60,7063,16244.9,412,1769.68,20.09
2127,60,60440,205496.0,5725,15671.53,328.79
5993,100,100,800.0,74,1649.91,0.99
9535,60,240976,2703750.72,30789,25231.96,4461.19
1148,60,7425,23760.0,404,5637.82,46.57
4984,100,1568,125440.0,678,12950.74,175.87
5382,240,4192,35632.0,1514,6072.8,49.96
3042,120,5530,454566.0,1348,10670.09,980.04
885,100,55,19250.0,132,3013.19,37.73
3881,180,4200,71232.0,1234,2786.22,153.58
3278,30,42836,184194.8,3494,10711.06,397.12
7277,30,20000,265400.0,3943,67732.55,372.09
2652,180,400,20000.0,89,7329.83,39.2
8499,90,1785,17974.95,168,7816.45,38.75
2847,100,218,17440.0,91,2082.39,21.57
2403,200,36,50.4,4,857.17,0.1
3762,240,1905,2724.15,786,4304.34,2.8
2901,60,100,1750.0,2128,7784.92,3.77
6856,30,40320,488275.2,4536,29733.53,604.0
8052,30,6020,39551.4,542,3935.92,65.26
8114,240,8000,15600.0,2987,2779.53,25.74
5057,20,27,864.0,10,490.23,1.21
7362,30,200000,2230000.0,28992,26340.0,2758.51
6212,60,934,5547.96,110,2060.79,5.7
673,60,100,894.0,6,2794.34,1.43
6238,300,237,7304.34,244,3269.9,9.04
2138,60,8251,227150.03,822,3303.52,363.44
8826,60,74930,607682.3,9100,6507.33,624.7
7224,30,78082,432574.28,14314,15219.72,713.75
3607,100,2906,232480.0,1204,19587.34,287.58
2475,30,36456,226756.32,3160,32104.3,444.44
3439,100,4,1400.0,11,1195.24,1.44
5791,30,105278,740104.34,7225,6038.21,1595.66
1296,30,50061,976189.5,3946,14199.3,1561.9
5581,100,9330,830370.0,3787,61637.1,1027.17
5195,240,10702,22688.24,3967,8169.7,48.92
1699,60,2508,18559.2,4303,12894.85,29.69
10207,60,2277,8857.53,128,1611.43,9.11
3414,25,16,320.0,139,1629.85,0.69
2890,120,2074,74746.96,627,6072.8,104.8
10316,60,15000,97800.0,1547,3410.0,115.11
8315,240,36,301.68,22,892.96,0.31
2171,30,17000,211140.0,6007,20395.6,337.82
513,540,2000,70420.0,1250,17170.07,138.02
7527,60,40000,109200.0,6240,27922.62,235.44
597,20,8485,229095.0,2441,22229.32,449.03
3293,30,249500,1125245.0,21205,25129.15,1856.65
2788,300,2265,69807.3,2272,14603.71,71.76
5422,20,1903,60896.0,566,3603.93,62.6
9082,60,20000,46600.0,2238,17090.0,65.33
5049,60,100,1574.0,10,3896.68,3.39
8391,30,5763,26625.06,599,3610.0,31.34
2453,30,5000,50000.0,419,2317.2,98.0
8113,60,13023,33599.34,750,3787.65,55.44
6064,30,118537,534601.87,10373,630.5,1152.6
7781,60,62168,435176.0,22497,11941.65,610.12
7459,60,140000,1080800.0,42830,79132.0,1111.06
4917,60,24612,35687.4,4762,17541.06,69.95
4603,240,11980,37737.0,4621,4762.44,81.36
6771,120,6899,204762.32,1859,10611.0,287.08
9921,60,5000,56100.0,608,6147.18,120.95
8559,120,4389,148084.86,880,3175.7,244.34
8783,120,33086,664036.02,5065,2352.52,821.41
6782,60,9900,23067.0,451,2394.27,32.34
4567,20,1850,53650.0,592,2951.78,88.52
6207,20,750,24000.0,253,2849.79,51.74
2739,60,9800,63602.0,2235,3708.72,65.38
2406,30,50000,600500.0,3817,4579.42,960.8
581,120,1040,85488.0,251,2519.89,136.78
3724,60,760,5206.0,97,1575.13,6.44
9360,30,1276,29348.0,117,1083.3,57.52
7337,30,1000,4040.0,63,569.0,5.0
6173,100,2898,208656.0,1409,21714.68,408.97
6208,30,60757,200498.1,5215,20136.28,281.1
1020,20,120,3840.0,41,1862.27,7.53
4400,60,10620,205284.6,1050,18475.61,402.36
7922,30,8190,78624.0,1208,7564.47,92.54
3500,30,3000,60000.0,405,3484.48,61.68
1267,240,1341,22126.5,395,3478.0,35.4
2468,30,88000,968000.0,7579,6759.28,1897.28
3920,60,75000,186750.0,3755,4514.06,402.63
2402,240,1800,3780.0,671,5110.76,7.41
330,60,2464,3720.64,114,2879.96,5.95
5228,120,173,11521.8,35,251.52,16.15
5536,100,4000,400000.0,1624,15537.04,411.2
4939,100,2744,219520.0,1303,22223.95,307.77
2015,60,63940,728916.0,7189,11492.86,1428.68
6309,60,9888,64173.12,858,10833.06,79.38
8737,60,52483,118611.58,3832,4356.74,146.72
565,100,200,14398.0,46,1028.18,23.04
8132,30,17440,95920.0,2612,1698.83,158.27
4237,30,71,1651.46,15,493.42,2.04
9799,60,30457,60609.43,2375,6819.95,62.31
2217,60,5131,60545.8,691,8252.73,118.67
2874,30,414,11426.4,44,694.1,11.75
5516,25,400,8200.0,125,2033.62,8.43
7374,60,10500,39375.0,574,4063.81,48.71
4693,300,20,1216.4,52,1152.9,1.5
1408,30,1092,2446.08,1585,6811.39,4.79
2336,120,12240,503064.0,2662,9736.5,804.9
8979,60,8556,28063.68,643,4156.94,60.51
358,100,150,10800.0,46,2946.64,21.17
6666,60,10131,23605.23,493,2859.16,38.95
849,60,168,1260.0,9,2793.62,2.47
6991,60,191230,1550875.3,27094,70210.0,1594.3
6773,30,150000,2440500.0,17001,6079.27,4026.82
2684,60,298,685.4,21,304.62,0.96
7267,60,69922,170609.68,4444,26081.05,239.19
9096,120,7541,223816.88,2003,32401.62,313.79
6668,240,3000,6060.0,1190,6770.6,10.0
2870,90,1515,15119.7,201,4134.92,32.6
8368,60,2196,7905.6,192,2232.42,8.13
6017,1,5994,146853.0,3996,53062.21,150.96
9073,30,50928,282141.12,5456,53775.56,395.56
5241,30,42032,194187.84,4559,25272.8,199.63
3806,30,1801,36020.0,225,1726.75,37.03
3611,60,800,14000.0,3002,6808.99,30.18
1282,30,44135,548156.7,3801,13715.55,877.05
4110,100,2807,202104.0,1360,20067.34,435.74
936,20,748,23936.0,748,3740.04,38.3
804,100,125,17375.0,92,1425.77,27.8
6835,60,7867,57193.09,704,25568.0,80.18
2824,20,35,1120.0,12,646.81,1.85
1684,240,475,912.0,170,1301.0,1.46
6667,60,4176,46854.72,567,2768.96,77.31
1993,200,1200,1680.0,115,1297.57,3.29
3958,30,3686,25802.0,255,6518.69,55.63
4882,60,724,4300.56,82,1042.36,4.42
1396,30,1250,11250.0,1787,12798.04,22.05
1719,180,34,576.64,14,896.55,0.92
2038,60,18750,56250.0,111,12448.02,110.25
8486,60,6000,67320.0,789,6147.18,145.14
9345,60,8430,63477.9,546,1211.48,124.42
9676,240,13100,27510.0,5291,4044.33,34.03
2923,100,2751,220080.0,1061,23722.96,363.13
4302,100,1128,90240.0,462,12205.04,92.77
5688,30,3200,64000.0,430,3587.34,65.79
9218,30,50510,549043.7,6766,18278.07,679.17
8237,30,40534,190509.8,3749,9708.48,235.66
9551,30,150000,2509500.0,17001,8510.81,4140.68
803,100,2,278.0,4,523.12,0.54
1494,300,630,25893.0,83,4522.03,41.43
7950,60,16566,127723.86,921,4468.51,250.34
8811,60,44716,101058.16,5925,13770.65,103.89
9171,30,53787,697079.52,6342,42040.3,862.29
4589,30,9235,166230.0,1197,5375.13,195.65
473,1,7002,161046.0,5057,44347.71,257.67
4608,30,5000,100000.0,1189,7296.97,123.7
5941,60,12425,27956.25,1273,6637.36,28.74
5099,30,800,16000.0,62,1045.5,16.45
5579,60,9073,35838.35,437,4659.75,36.84
7519,60,40000,448800.0,4692,9736.1,967.61
1526,60,16610,224235.0,2298,3733.57,358.78
6870,60,3480,7864.8,424,11941.65,9.73
4206,100,8563,762107.0,1474,15687.32,1643.1
7024,60,33308,131566.6,2803,4040.64,135.25
3562,100,2730,218400.0,1184,17657.02,270.16
92,30,200,4734.0,11,463.0,9.28
3509,30,7197,32314.53,530,1860.69,69.67
184,30,6720,77145.6,522,3796.05,123.43
7491,60,60000,681000.0,6949,11637.64,1334.76
4067,30,25190,117637.3,2131,5886.9,253.63
1087,30,1860,23101.2,2425,13356.65,36.96
7287,30,34997,187583.92,10698,20994.85,262.99
8080,60,15508,38925.08,1107,13398.06,64.23
7305,120,3524,87254.24,3264,14368.65,122.33
10266,30,12241,39293.61,828,3773.0,40.39
5363,30,146670,975355.5,13690,15213.22,2102.87
8663,60,36180,279309.6,2907,11320.56,391.59
6647,30,3000,21900.0,269,1647.25,47.22
4222,100,8898,711840.0,3611,24079.79,731.77
6283,20,1593,46197.0,624,6311.89,64.77
3585,30,6000,120000.0,811,4139.95,123.36
6169,540,30,1207.5,1295,8423.76,2.37
2856,60,20500,228575.0,2904,14223.39,448.01
5785,300,745,22960.9,844,9768.22,23.6
7590,90,2440,23692.4,2325,17941.47,51.08
1550,120,60,2466.0,547,2437.63,4.83
3759,180,525,8904.0,159,290.0,19.2
3695,30,429,9978.54,43,421.24,12.34
5682,20,2334,74688.0,807,6558.08,161.03
6705,60,4224,61797.12,1926,3134.82,101.97
2462,30,671,17613.75,59,7445.8,34.52
340,30,2016,24917.76,120,5921.97,39.87
6899,120,1784,37464.0,475,3332.73,46.34
6597,60,12000,105120.0,1077,12016.69,226.64
6840,60,32298,72993.48,6528,21806.84,90.29
1830,60,350,3972.5,45,749.25,7.79
2002,60,2011,14881.4,6650,36855.6,23.81
3207,300,2266,69838.12,2272,13949.95,71.79
6036,100,6000,480000.0,2432,23482.06,493.44
8031,60,632,9796.0,134,8815.65,21.12
5107,20,5791,185312.0,1918,24147.39,305.76
6948,60,7480,60662.8,1278,12197.44,62.36
7049,60,15584,174852.48,6843,15170.33,342.71
6365,30,48235,207410.5,3919,11372.45,447.18
7586,60,2070,2898.0,176,1653.99,4.78
8671,60,5701,23659.15,338,3487.55,33.17
2098,180,112,5600.0,24,1161.0,8.96
4340,60,936,5559.84,128,1637.86,6.88
7858,60,790,5150.8,186,29.21,6.37
4980,100,5750,460000.0,3374,24821.13,541.42
5800,100,601,48080.0,264,36428.24,59.47
7396,30,177954,1984187.1,88761,55287.91,2039.74
3628,60,1926,6933.6,192,2971.3,7.13
7163,60,25312,216417.6,4988,7960.74,357.09
7625,30,7441,61239.43,656,4376.56,101.05
4083,100,4309,344720.0,2124,40520.83,568.79
8491,30,71991,320359.95,7187,16285.97,690.7
3123,120,11480,415116.8,4794,28238.31,813.63
1821,30,15000,102750.0,1582,6037.19,201.39
7602,30,70651,623141.82,6749,13398.06,1028.18
1698,180,1550,77500.0,345,1888.48,124.0
10216,100,20000,26000.0,3920,6010.2,32.16
9658,60,95000,214700.0,6528,14547.55,265.58
7605,60,206853,2320890.66,29353,13398.06,3829.47
6767,30,50000,813500.0,6078,27441.22,1140.53
2958,20,58,1856.0,19,594.51,3.06
288,60,25000,187500.0,2336,21150.56,300.0
8260,240,6339,12361.05,2357,24505.0,15.29
7725,60,844,3629.2,466,1696.0,5.09
887,100,7500,600000.0,2215,17974.69,1176.0
8330,30,17801,82418.63,1667,1966.09,84.73
8695,240,442,5339.36,118,8600.0,6.6
7127,60,3000,49320.0,342,1419.84,106.33
7805,30,4072,13559.76,7791,90360.12,16.77
2809,60,2452,17899.6,127,47101.63,29.53
1321,60,51364,487958.0,5372,16430.72,780.73
7764,240,574,1205.4,422,5384.96,1.49
9220,60,23819,53830.94,1447,8854.24,55.34
3911,30,2245,51635.0,226,2911.16,101.2
6277,20,50,1600.0,17,515.11,2.64
7121,30,90000,400500.0,7397,28022.17,863.48
4026,1000,11000,100540.0,5051,37744.27,140.96
3591,1000,26,936.0,21,525.56,1.1
6984,60,10602,38167.2,3919,4083.5,39.24
7054,60,21,51.24,1,792.62,0.1
2503,300,50,2055.0,50,661.06,3.29
6844,30,20160,244137.6,2268,9405.81,302.0
1622,60,401,862.15,235,1619.0,1.38
5623,25,3700,75850.0,1281,13222.33,77.97
5111,20,13300,425600.0,4472,23408.33,702.24
5185,60,386,3667.0,78,570.75,7.19
5923,100,3035,242800.0,1346,32471.83,300.34
4722,30,54008,349431.76,3658,12796.59,576.56
3476,90,300,2451.0,40,422.84,4.04
5507,60,333334,856668.38,16496,25285.11,1846.98
6119,30,4500,90000.0,608,4568.92,111.33
3248,336,24,7365.12,60,3981.97,15.88
3493,20,160,5120.0,53,1310.92,11.04
6594,30,3040,25931.2,163,1236.13,50.83
9011,240,3100,6045.0,1156,14661.14,13.03
6323,100,30,2400.0,14,1489.33,3.96
7871,100,1330,1729.0,416,5347.37,1.78
8234,60,2600,5174.0,149,1815.67,6.4
8049,60,23448,76909.44,1804,4815.8,165.82
457,60,2016,18648.0,185,5551.97,29.84
6558,20,167,5344.0,61,925.05,7.49
7560,30,5900,26668.0,12810,15919.75,57.5
6398,100,9258,823962.0,3759,57561.38,1019.24
5759,60,3000,20550.0,385,3765.28,21.13
3354,120,17587,587405.8,5480,19123.35,1266.45
5850,30,127904,579405.12,10980,15331.5,1249.2
